,loss,epoch,batch,running_loss
0,0.6919543147087097,0,0,0.6919543147087097
0,0.6931312084197998,0,1,1.3850855231285095
0,0.6943445205688477,0,2,2.079430043697357
0,0.6873793601989746,0,3,2.766809403896332
0,0.6931270360946655,0,4,3.4599364399909973
0,0.6954375505447388,0,5,4.155373990535736
0,0.6911981105804443,0,6,4.84657210111618
0,0.6898231506347656,0,7,5.536395251750946
0,0.6910828351974487,0,8,6.227478086948395
0,0.6887933015823364,0,9,6.916271388530731
0,0.6945145726203918,1,0,0.6945145726203918
0,0.7005249261856079,1,1,1.3950394988059998
0,0.6866573095321655,1,2,2.0816968083381653
0,0.6831170320510864,1,3,2.7648138403892517
0,0.6983230113983154,1,4,3.463136851787567
0,0.6939131617546082,1,5,4.157050013542175
0,0.6963202357292175,1,6,4.853370249271393
0,0.6914810538291931,1,7,5.544851303100586
0,0.6878268718719482,1,8,6.232678174972534
0,0.6937850117683411,1,9,6.926463186740875
0,0.6926569938659668,2,0,0.6926569938659668
0,0.6939072012901306,2,1,1.3865641951560974
0,0.6969729661941528,2,2,2.0835371613502502
0,0.6912499666213989,2,3,2.774787127971649
0,0.693804919719696,2,4,3.468592047691345
0,0.6948710083961487,2,5,4.163463056087494
0,0.6931869387626648,2,6,4.856649994850159
0,0.6779683828353882,2,7,5.534618377685547
0,0.6927652359008789,2,8,6.227383613586426
0,0.694320559501648,2,9,6.921704173088074
0,0.7000366449356079,3,0,0.7000366449356079
0,0.7023365497589111,3,1,1.402373194694519
0,0.6954538226127625,3,2,2.0978270173072815
0,0.6985800266265869,3,3,2.7964070439338684
0,0.6903150081634521,3,4,3.4867220520973206
0,0.6947689652442932,3,5,4.181491017341614
0,0.703048050403595,3,6,4.884539067745209
0,0.6946797370910645,3,7,5.579218804836273
0,0.6978892683982849,3,8,6.277108073234558
0,0.6963434219360352,3,9,6.973451495170593
0,0.7034313082695007,4,0,0.7034313082695007
0,0.6906216740608215,4,1,1.3940529823303223
0,0.6914145350456238,4,2,2.085467517375946
0,0.6981524229049683,4,3,2.7836199402809143
0,0.6950023174285889,4,4,3.478622257709503
0,0.7023849487304688,4,5,4.181007206439972
0,0.6883066892623901,4,6,4.869313895702362
0,0.690850019454956,4,7,5.560163915157318
0,0.6884292364120483,4,8,6.2485931515693665
0,0.6927810907363892,4,9,6.941374242305756
0,0.6908185482025146,5,0,0.6908185482025146
0,0.6860305070877075,5,1,1.3768490552902222
0,0.6905732750892639,5,2,2.067422330379486
0,0.6906530857086182,5,3,2.7580754160881042
0,0.6956782937049866,5,4,3.453753709793091
0,0.6859755516052246,5,5,4.139729261398315
0,0.6950995326042175,5,6,4.834828794002533
0,0.6916371583938599,5,7,5.526465952396393
0,0.6996601223945618,5,8,6.226126074790955
0,0.6946492195129395,5,9,6.920775294303894
0,0.6869947910308838,6,0,0.6869947910308838
0,0.6943180561065674,6,1,1.3813128471374512
0,0.6944626569747925,6,2,2.0757755041122437
0,0.6939527988433838,6,3,2.7697283029556274
0,0.6898508071899414,6,4,3.459579110145569
0,0.7037160396575928,6,5,4.163295149803162
0,0.6924090385437012,6,6,4.855704188346863
0,0.6916056871414185,6,7,5.547309875488281
0,0.6947907209396362,6,8,6.2421005964279175
0,0.6946244239807129,6,9,6.93672502040863
0,0.69230055809021,7,0,0.69230055809021
0,0.6988832354545593,7,1,1.3911837935447693
0,0.688530445098877,7,2,2.0797142386436462
0,0.6863662600517273,7,3,2.7660804986953735
0,0.6959757804870605,7,4,3.462056279182434
0,0.6925208568572998,7,5,4.154577136039734
0,0.690381646156311,7,6,4.844958782196045
0,0.6972788572311401,7,7,5.542237639427185
0,0.6923658847808838,7,8,6.234603524208069
0,0.6925618648529053,7,9,6.927165389060974
0,0.6961825489997864,8,0,0.6961825489997864
0,0.6935224533081055,8,1,1.3897050023078918
0,0.6971227526664734,8,2,2.0868277549743652
0,0.692759096622467,8,3,2.7795868515968323
0,0.6975553035736084,8,4,3.4771421551704407
0,0.6821696758270264,8,5,4.159311830997467
0,0.6990342140197754,8,6,4.858346045017242
0,0.6976655721664429,8,7,5.556011617183685
0,0.6910796165466309,8,8,6.247091233730316
0,0.6891709566116333,8,9,6.9362621903419495
0,0.6903843879699707,9,0,0.6903843879699707
0,0.6833182573318481,9,1,1.3737026453018188
0,0.6946876049041748,9,2,2.0683902502059937
0,0.6886730194091797,9,3,2.7570632696151733
0,0.6957736015319824,9,4,3.4528368711471558
0,0.6885090470314026,9,5,4.141345918178558
0,0.6933146715164185,9,6,4.834660589694977
0,0.6956281661987305,9,7,5.530288755893707
0,0.6922211647033691,9,8,6.222509920597076
0,0.6927477121353149,9,9,6.915257632732391
